id,adresse IP,site,temps passé
13675,75.150.48.103,X,155.7
13676,75.150.48.103,WeChat,120.6
13677,75.150.48.103,QQ,45.5
13678,75.150.48.103,Twitch,101.8
13679,75.150.48.103,Instagram,454.1
13680,75.150.48.103,LinkedIn,189.9
13681,75.150.48.103,YouTube,535.2
13682,43.128.188.161,Twitch,112.4
13683,43.128.188.161,WhatsApp,308.4
13684,43.128.188.161,Snapchat,212.1
13685,43.128.188.161,X,160.4
13686,43.128.188.161,QQ,57.3
13687,43.128.188.161,TikTok,295.0
13688,43.128.188.161,WeChat,122.4
13689,138.35.218.170,Pinterest,100.5
13690,138.35.218.170,QQ,57.3
13691,50.192.66.28,YouTube,354.8
13692,50.192.66.28,Instagram,246.3
13693,50.192.66.28,WhatsApp,179.2
13694,50.192.66.28,Snapchat,447.5
13695,50.192.66.28,X,109.4
13696,50.192.66.28,TikTok,375.3
13697,50.192.66.28,WeChat,77.3
13698,50.192.66.28,Twitch,120.7
13699,50.33.188.149,Facebook Messenger,116.3
13700,50.33.188.149,Snapchat,221.8
13701,50.33.188.149,X,103.5
13702,50.33.188.149,QQ,35.9
13703,50.33.188.149,Facebook,55.5
13704,50.33.188.149,LinkedIn,116.1
13705,50.33.188.149,Instagram,304.1
13706,50.33.188.149,Twitch,119.0
13707,129.48.99.21,Pinterest,143.8
13708,129.48.99.21,Twitch,80.1
13709,129.48.99.21,Instagram,314.0
13710,129.48.99.21,WhatsApp,351.9
13711,129.48.99.21,LinkedIn,165.4
13712,206.216.207.113,WeChat,115.0
13713,206.216.207.113,Twitch,136.8
13714,191.23.9.79,LinkedIn,173.3
13715,191.23.9.79,WhatsApp,226.5
13716,191.23.9.79,X,157.3
13717,72.6.51.230,YouTube,426.5
13718,72.6.51.230,TikTok,282.1
13719,72.6.51.230,WhatsApp,200.6
13720,72.6.51.230,LinkedIn,106.2
13721,72.6.51.230,Instagram,290.5
13722,72.6.51.230,WeChat,147.2
13723,72.6.51.230,X,174.5
13724,72.6.51.230,Facebook Messenger,179.2
13725,151.195.41.209,Pinterest,100.8
13726,151.195.41.209,Snapchat,185.3
13727,151.195.41.209,YouTube,631.5
13728,151.195.41.209,QQ,77.4
13729,151.195.41.209,Twitch,102.4
13730,151.195.41.209,WeChat,56.5
13731,112.198.83.199,WeChat,87.4
13732,112.198.83.199,Twitch,115.6
13733,249.140.164.65,TikTok,247.4
13734,249.140.164.65,Facebook,157.3
13735,249.140.164.65,X,144.4
13736,249.140.164.65,Twitch,131.1
13737,249.140.164.65,Snapchat,242.4
13738,152.160.24.41,QQ,42.6
13739,152.160.24.41,Facebook,150.2
13740,152.160.24.41,Instagram,321.6
13741,152.160.24.41,WhatsApp,219.6
13742,152.160.24.41,YouTube,688.7
13743,152.160.24.41,TikTok,319.2
13744,152.160.24.41,Snapchat,298.8
13745,152.160.24.41,X,175.0
13746,225.13.47.31,Snapchat,197.2
13747,225.13.47.31,Twitch,55.4
13748,225.13.47.31,WhatsApp,349.5
13749,225.13.47.31,QQ,32.7
13750,225.13.47.31,TikTok,391.1
13751,225.13.47.31,Facebook Messenger,116.4
13752,44.22.44.116,WeChat,102.3
13753,44.22.44.116,Twitch,69.5
13754,44.22.44.116,LinkedIn,183.6
13755,44.22.44.116,Instagram,325.8
13756,44.22.44.116,TikTok,303.8
13757,44.22.44.116,YouTube,269.5
13758,44.22.44.116,Snapchat,193.0
13759,44.22.44.116,X,118.0
13760,167.53.240.96,Facebook Messenger,146.3
13761,237.146.242.19,LinkedIn,201.9
13762,237.146.242.19,YouTube,541.6
13763,237.146.242.19,Twitch,142.2
13764,17.149.40.4,Instagram,389.0
13765,125.184.241.93,TikTok,319.3
13766,125.184.241.93,X,223.8
13767,125.184.241.93,WhatsApp,463.7
13768,125.184.241.93,Pinterest,63.7
13769,125.184.241.93,Facebook Messenger,128.8
13770,125.184.241.93,WeChat,142.8
13771,35.28.205.49,YouTube,427.8
13772,35.28.205.49,Facebook,124.0
13773,35.28.205.49,TikTok,327.9
13774,35.28.205.49,X,196.0
13775,2.44.104.37,Snapchat,186.3
13776,2.44.104.37,Twitch,63.3
13777,2.44.104.37,Facebook Messenger,153.3
13778,2.44.104.37,TikTok,288.3
13779,2.44.104.37,X,137.3
13780,13.81.182.243,QQ,40.7
13781,13.81.182.243,Facebook,135.2
13782,13.81.182.243,Twitch,98.9
13783,13.81.182.243,Facebook Messenger,182.7
13784,13.81.182.243,WhatsApp,357.9
13785,13.81.182.243,TikTok,412.3
13786,252.3.221.134,WhatsApp,333.8
13787,252.3.221.134,Twitch,101.4
13788,252.3.221.134,Facebook Messenger,194.5
13789,141.81.216.229,Facebook Messenger,111.2
13790,141.81.216.229,WhatsApp,485.2
13791,141.81.216.229,Facebook,171.4
13792,141.81.216.229,LinkedIn,156.6
13793,141.81.216.229,TikTok,350.0
13794,141.81.216.229,YouTube,476.3
13795,141.81.216.229,WeChat,98.5
13796,141.81.216.229,QQ,51.7
13797,117.154.3.93,Instagram,353.3
13798,117.154.3.93,Snapchat,189.4
13799,117.154.3.93,Facebook,159.3
13800,117.154.3.93,QQ,26.7
13801,117.154.3.93,Twitch,77.1
13802,117.154.3.93,TikTok,348.4
13803,205.30.46.83,WhatsApp,297.3
13804,205.30.46.83,Pinterest,55.0
13805,205.30.46.83,YouTube,508.9
13806,205.30.46.83,LinkedIn,118.1
13807,205.30.46.83,Twitch,98.5
13808,205.30.46.83,Instagram,237.8
13809,207.245.39.39,WeChat,76.9
13810,207.245.39.39,Facebook,182.3
13811,207.245.39.39,Twitch,94.2
13812,207.245.39.39,WhatsApp,164.9
13813,207.245.39.39,QQ,55.8
13814,207.245.39.39,Pinterest,109.1
13815,207.245.39.39,TikTok,401.7
13816,159.147.221.48,Instagram,440.7
13817,87.95.73.205,Instagram,226.4
13818,87.95.73.205,Snapchat,264.8
13819,87.95.73.205,TikTok,259.3
13820,87.95.73.205,LinkedIn,92.1
13821,87.95.73.205,Pinterest,96.6
13822,87.95.73.205,WeChat,139.8
13823,87.95.73.205,Facebook Messenger,129.1
13824,241.185.183.247,YouTube,486.7
13825,71.222.34.166,LinkedIn,183.5
13826,71.222.34.166,X,216.4
13827,124.4.148.223,LinkedIn,90.8
13828,124.4.148.223,X,110.1
13829,124.4.148.223,Snapchat,288.5
13830,124.4.148.223,Facebook,98.4
13831,93.61.195.172,WhatsApp,360.9
13832,93.61.195.172,Pinterest,76.6
13833,210.120.173.70,Instagram,340.5
13834,210.120.173.70,WeChat,102.1
13835,210.120.173.70,TikTok,276.3
13836,210.120.173.70,LinkedIn,139.8
13837,210.120.173.70,Snapchat,288.6
13838,210.120.173.70,Facebook,200.3
13839,210.120.173.70,Twitch,118.1
13840,127.219.128.245,Twitch,92.9
13841,127.219.128.245,Snapchat,233.3
13842,127.219.128.245,Instagram,431.4
13843,59.230.100.121,TikTok,201.8
13844,59.230.100.121,Pinterest,111.3
13845,59.230.100.121,YouTube,584.4
13846,59.230.100.121,LinkedIn,239.3
13847,59.230.100.121,Facebook Messenger,187.8
13848,148.33.70.13,WeChat,46.6
13849,148.33.70.13,Snapchat,173.1
13850,148.33.70.13,Facebook Messenger,195.3
13851,148.33.70.13,Twitch,96.9
13852,148.33.70.13,X,223.9
13853,148.33.70.13,Pinterest,94.4
13854,148.33.70.13,WhatsApp,345.4
13855,148.33.70.13,TikTok,277.2
13856,200.217.116.173,YouTube,516.3
13857,200.217.116.173,Pinterest,123.5
13858,200.217.116.173,Facebook Messenger,165.6
13859,200.217.116.173,WhatsApp,269.0
13860,200.217.116.173,QQ,71.1
13861,211.189.116.224,Facebook,130.9
13862,211.189.116.224,WeChat,139.1
13863,211.189.116.224,X,173.9
13864,25.202.239.107,X,125.8
13865,25.202.239.107,Facebook Messenger,150.0
13866,25.202.239.107,WhatsApp,319.6
13867,25.202.239.107,WeChat,89.2
13868,25.202.239.107,Pinterest,110.5
13869,25.202.239.107,YouTube,501.1
13870,64.47.199.52,QQ,75.5
13871,64.47.199.52,Facebook,175.3
13872,64.47.199.52,Pinterest,111.8
13873,64.47.199.52,WhatsApp,446.6
13874,5.143.161.73,Facebook Messenger,125.6
13875,5.143.161.73,X,131.6
13876,5.143.161.73,Snapchat,311.2
13877,5.143.161.73,WeChat,110.0
13878,5.143.161.73,TikTok,336.0
13879,5.143.161.73,QQ,37.8
13880,39.138.62.63,WeChat,129.7
13881,39.138.62.63,Instagram,296.6
13882,39.138.62.63,YouTube,555.3
13883,39.138.62.63,Twitch,52.9
13884,39.138.62.63,TikTok,276.6
13885,39.138.62.63,WhatsApp,303.4
13886,39.138.62.63,Pinterest,102.3
13887,26.229.90.155,WeChat,40.9
13888,26.229.90.155,WhatsApp,183.0
13889,26.229.90.155,LinkedIn,154.4
13890,26.229.90.155,TikTok,293.0
13891,26.229.90.155,Twitch,99.8
13892,26.229.90.155,Snapchat,312.7
13893,26.229.90.155,Instagram,216.8
13894,26.229.90.155,Pinterest,97.4
13895,39.194.78.81,YouTube,270.4
13896,39.194.78.81,Instagram,249.1
13897,39.194.78.81,QQ,67.9
13898,220.57.76.33,Twitch,56.6
13899,220.57.76.33,Facebook Messenger,139.9
13900,220.57.76.33,WeChat,68.6
13901,220.57.76.33,LinkedIn,216.7
13902,61.145.219.84,WeChat,105.7
13903,61.145.219.84,LinkedIn,132.4
13904,61.145.219.84,Facebook,160.6
13905,117.201.22.161,TikTok,385.2
13906,117.201.22.161,WeChat,97.7
13907,117.201.22.161,Twitch,87.3
13908,117.201.22.161,Facebook Messenger,189.5
13909,117.201.22.161,Instagram,306.5
13910,117.201.22.161,QQ,45.2
13911,117.201.22.161,Pinterest,135.3
13912,117.201.22.161,Facebook,161.6
13913,236.53.18.150,Instagram,440.1
13914,16.103.225.111,Pinterest,123.9
13915,16.103.225.111,Facebook,165.7
13916,16.103.225.111,TikTok,263.2
13917,167.145.131.222,Snapchat,64.0
13918,167.145.131.222,WeChat,113.7
13919,167.145.131.222,QQ,69.2
13920,167.145.131.222,WhatsApp,325.5
13921,154.50.83.113,Facebook,141.3
13922,154.50.83.113,X,145.6
13923,154.50.83.113,Twitch,86.3
13924,154.50.83.113,YouTube,629.3
13925,144.38.178.224,Facebook Messenger,135.5
13926,164.34.92.110,LinkedIn,170.0
13927,164.34.92.110,Snapchat,205.3
13928,164.34.92.110,Twitch,122.4
13929,164.34.92.110,Pinterest,101.0
13930,164.34.92.110,WeChat,65.2
13931,164.34.92.110,Instagram,246.2
13932,164.34.92.110,QQ,48.9
13933,164.34.92.110,Facebook,119.5
13934,38.16.239.27,X,97.0
13935,126.40.176.222,WhatsApp,344.5
13936,126.40.176.222,Facebook Messenger,116.5
13937,126.40.176.222,Snapchat,212.3
13938,126.40.176.222,Pinterest,83.1
13939,126.40.176.222,WeChat,116.4
13940,221.161.62.2,LinkedIn,181.3
13941,221.161.62.2,Facebook,126.7
13942,221.161.62.2,Instagram,292.9
13943,82.146.146.83,YouTube,363.8
13944,82.146.146.83,TikTok,293.7
13945,82.146.146.83,Instagram,194.2
13946,82.146.146.83,WeChat,101.8
13947,82.146.146.83,Pinterest,122.5
13948,57.210.42.104,Facebook Messenger,154.7
13949,57.210.42.104,QQ,49.8
13950,57.210.42.104,Pinterest,92.0
13951,231.164.193.144,Pinterest,95.7
13952,231.164.193.144,Snapchat,243.0
13953,10.32.121.30,WeChat,82.9
13954,10.32.121.30,LinkedIn,186.1
13955,10.32.121.30,Twitch,127.9
13956,116.246.250.154,WhatsApp,306.6
13957,116.246.250.154,Facebook Messenger,181.4
13958,116.246.250.154,X,159.6
13959,116.246.250.154,Pinterest,99.2
13960,116.246.250.154,TikTok,410.7
13961,211.140.113.142,WhatsApp,148.8
13962,211.140.113.142,TikTok,418.8
13963,211.140.113.142,WeChat,151.5
13964,164.13.57.23,Instagram,194.8
13965,164.13.57.23,Pinterest,129.9
13966,164.13.57.23,Facebook Messenger,136.6
13967,164.13.57.23,WeChat,87.5
13968,13.51.135.150,WhatsApp,314.9
13969,13.51.135.150,X,111.1
13970,13.51.135.150,Facebook,160.3
13971,13.51.135.150,Snapchat,248.2
13972,13.51.135.150,Instagram,337.8
13973,13.51.135.150,Twitch,112.9
13974,13.51.135.150,TikTok,173.0
13975,13.51.135.150,Pinterest,80.0
13976,154.238.236.11,Twitch,103.5
13977,154.238.236.11,X,64.4
13978,245.150.131.36,WeChat,47.6
13979,245.150.131.36,Pinterest,131.0
13980,245.150.131.36,Facebook,166.2
13981,245.150.131.36,Facebook Messenger,121.9
13982,43.254.175.33,X,169.1
13983,43.254.175.33,TikTok,252.7
13984,43.254.175.33,WeChat,137.1
13985,43.254.175.33,Twitch,124.0
13986,43.254.175.33,QQ,45.3
13987,1.94.233.236,Instagram,318.6
13988,1.94.233.236,WhatsApp,360.1
13989,1.94.233.236,YouTube,476.6
13990,1.94.233.236,Facebook Messenger,139.4
13991,1.94.233.236,WeChat,124.1
13992,1.94.233.236,LinkedIn,186.1
13993,135.72.94.124,Facebook Messenger,131.2
13994,135.72.94.124,WeChat,51.4
13995,135.72.94.124,TikTok,319.8
13996,135.72.94.124,Pinterest,72.0
13997,135.72.94.124,QQ,84.9
13998,135.72.94.124,Snapchat,269.1
13999,232.96.48.181,Facebook Messenger,145.1
14000,232.96.48.181,Pinterest,126.9
14001,232.96.48.181,QQ,32.2
14002,232.96.48.181,Twitch,82.6
14003,232.96.48.181,X,144.9
14004,134.28.120.103,Facebook,184.1
14005,134.28.120.103,Facebook Messenger,196.1
14006,134.28.120.103,Twitch,117.0
14007,134.28.120.103,X,117.8
14008,134.28.120.103,LinkedIn,172.6
14009,134.28.120.103,TikTok,277.2
14010,134.28.120.103,YouTube,409.7
14011,43.194.157.57,LinkedIn,110.8
14012,43.194.157.57,YouTube,360.9
14013,43.194.157.57,Snapchat,341.8
14014,43.194.157.57,Pinterest,78.8
14015,43.194.157.57,WhatsApp,316.7
14016,80.67.89.225,Facebook Messenger,112.0
14017,80.67.89.225,Instagram,398.5
14018,16.150.58.235,QQ,36.5
14019,16.150.58.235,Instagram,342.2
14020,16.150.58.235,Snapchat,262.1
14021,187.33.110.97,Facebook Messenger,74.4
14022,187.33.110.97,LinkedIn,205.0
14023,187.33.110.97,TikTok,259.8
14024,187.33.110.97,X,179.1
14025,187.33.110.97,Facebook,105.2
14026,187.33.110.97,Instagram,321.7
14027,187.33.110.97,Twitch,120.8
14028,187.33.110.97,Pinterest,114.3
14029,56.181.187.37,WeChat,118.5
14030,56.181.187.37,X,138.7
14031,56.181.187.37,Facebook Messenger,150.8
14032,56.181.187.37,Instagram,169.0
14033,56.181.187.37,Pinterest,156.1
14034,246.76.189.243,X,103.1
14035,246.76.189.243,QQ,50.4
14036,246.76.189.243,Instagram,411.3
14037,246.76.189.243,TikTok,380.5
14038,246.76.189.243,Pinterest,75.7
14039,49.17.52.52,X,145.8
14040,49.17.52.52,Facebook,159.8
14041,207.126.27.99,Pinterest,107.6
14042,207.126.27.99,Snapchat,266.0
14043,207.126.27.99,Instagram,349.7
14044,54.131.9.16,YouTube,498.1
14045,153.184.217.231,X,193.2
14046,153.184.217.231,Instagram,349.4
14047,153.184.217.231,WhatsApp,188.5
14048,153.184.217.231,LinkedIn,197.0
14049,153.184.217.231,Twitch,118.6
14050,4.106.138.105,WeChat,109.1
14051,4.106.138.105,WhatsApp,399.7
14052,4.106.138.105,QQ,46.4
14053,4.106.138.105,YouTube,625.3
14054,4.106.138.105,Instagram,413.2
14055,4.106.138.105,Pinterest,57.7
14056,4.106.138.105,Twitch,132.7
14057,4.106.138.105,Snapchat,186.7
14058,201.17.86.232,Pinterest,80.7
14059,201.17.86.232,X,135.7
14060,201.17.86.232,Facebook Messenger,121.4
14061,201.17.86.232,LinkedIn,188.2
14062,201.17.86.232,TikTok,228.3
14063,201.17.86.232,Facebook,232.1
14064,201.17.86.232,QQ,70.3
14065,201.17.86.232,WeChat,95.5
14066,233.171.8.69,WhatsApp,231.9
14067,233.171.8.69,Facebook Messenger,223.5
14068,233.171.8.69,Twitch,143.2
14069,233.171.8.69,Snapchat,270.4
14070,233.171.8.69,LinkedIn,215.8
14071,233.171.8.69,YouTube,461.9
14072,3.78.42.1,Facebook,87.8
14073,3.78.42.1,Pinterest,99.8
14074,3.78.42.1,LinkedIn,148.9
14075,45.14.0.21,LinkedIn,110.3
14076,45.14.0.21,Facebook,207.5
14077,45.14.0.21,TikTok,275.5
14078,45.14.0.21,QQ,46.2
14079,45.14.0.21,YouTube,571.0
14080,237.103.168.93,QQ,58.4
14081,95.215.77.248,Instagram,384.8
14082,95.215.77.248,WeChat,70.9
14083,95.215.77.248,Pinterest,79.9
14084,95.215.77.248,TikTok,282.6
14085,122.114.217.45,Instagram,319.1
14086,122.114.217.45,LinkedIn,186.5
14087,122.114.217.45,Facebook Messenger,131.9
14088,122.114.217.45,Facebook,156.7
14089,122.114.217.45,WhatsApp,351.5
14090,122.114.217.45,Snapchat,258.1
14091,122.114.217.45,Pinterest,80.2
14092,122.114.217.45,QQ,29.3
14093,56.249.192.121,Twitch,97.3
14094,56.249.192.121,QQ,46.8
14095,56.249.192.121,WhatsApp,364.9
14096,56.249.192.121,LinkedIn,148.0
14097,14.249.253.135,X,185.4
14098,14.249.253.135,WeChat,126.8
14099,14.249.253.135,QQ,26.7
14100,14.249.253.135,Snapchat,88.3
14101,14.249.253.135,WhatsApp,419.1
14102,163.113.155.130,Snapchat,336.2
14103,163.113.155.130,Facebook,209.3
14104,163.113.155.130,X,132.9
14105,212.136.42.253,Instagram,403.1
14106,212.136.42.253,Facebook Messenger,123.7
14107,107.94.7.103,Facebook,140.4
14108,86.91.87.89,Facebook,175.5
14109,86.91.87.89,Facebook Messenger,188.8
14110,86.91.87.89,X,139.2
14111,88.93.16.9,Snapchat,267.6
14112,88.93.16.9,X,171.0
14113,88.93.16.9,Pinterest,80.7
14114,88.93.16.9,Twitch,117.8
14115,88.93.16.9,Facebook,181.5
14116,88.93.16.9,QQ,47.8
14117,88.93.16.9,Facebook Messenger,146.9
14118,160.11.72.79,X,147.3
14119,160.11.72.79,Twitch,119.7
14120,160.11.72.79,Snapchat,363.8
14121,160.11.72.79,WhatsApp,319.0
14122,72.240.237.48,X,110.8
14123,90.5.48.202,Twitch,85.9
14124,90.5.48.202,Snapchat,334.4
14125,90.5.48.202,LinkedIn,197.2
14126,90.5.48.202,QQ,52.3
14127,90.5.48.202,X,152.0
14128,188.245.55.113,WhatsApp,427.4
14129,188.245.55.113,TikTok,272.1
14130,188.245.55.113,QQ,42.8
14131,188.245.55.113,Snapchat,244.7
14132,188.245.55.113,WeChat,119.9
14133,188.245.55.113,Instagram,385.7
14134,73.13.32.98,Instagram,322.4
14135,73.13.32.98,YouTube,625.6
14136,73.13.32.98,WhatsApp,259.4
14137,160.107.140.77,Pinterest,108.6
14138,160.107.140.77,Facebook Messenger,168.0
14139,160.107.140.77,Instagram,283.1
14140,160.107.140.77,WhatsApp,494.5
14141,97.33.215.147,Twitch,124.6
14142,97.33.215.147,Instagram,398.6
14143,89.0.150.48,YouTube,510.6
14144,89.0.150.48,Pinterest,97.1
14145,89.0.150.48,Twitch,95.8
14146,89.0.150.48,TikTok,286.1
14147,89.0.150.48,LinkedIn,158.2
14148,89.0.150.48,Snapchat,262.5
14149,89.0.150.48,WhatsApp,336.8
14150,89.0.150.48,Facebook,148.1
14151,116.58.114.35,QQ,26.5
14152,116.58.114.35,Facebook,228.3
14153,116.58.114.35,Snapchat,246.8
14154,116.58.114.35,X,65.5
14155,116.58.114.35,Instagram,152.5
14156,116.58.114.35,TikTok,287.3
14157,116.58.114.35,Pinterest,85.9
14158,116.58.114.35,LinkedIn,107.9
14159,195.213.223.24,YouTube,404.6
14160,195.213.223.24,WhatsApp,295.4
14161,195.213.223.24,Facebook,130.0
14162,195.213.223.24,LinkedIn,135.9
14163,195.213.223.24,Instagram,354.3
14164,15.115.11.92,Pinterest,110.8
14165,4.25.75.83,YouTube,451.7
14166,4.25.75.83,Twitch,73.8
14167,4.25.75.83,LinkedIn,149.5
14168,4.25.75.83,Facebook,150.4
14169,50.172.41.160,LinkedIn,210.9
14170,50.172.41.160,WeChat,112.1
14171,50.172.41.160,YouTube,610.4
14172,119.30.8.188,YouTube,554.6
14173,119.30.8.188,LinkedIn,138.3
14174,119.30.8.188,WhatsApp,374.3
14175,103.78.8.253,LinkedIn,181.5
14176,103.78.8.253,QQ,35.6
14177,103.78.8.253,Twitch,137.4
14178,103.78.8.253,Facebook Messenger,171.2
14179,103.78.8.253,TikTok,338.5
14180,103.78.8.253,Facebook,182.6
14181,103.78.8.253,Snapchat,356.5
14182,46.145.139.36,LinkedIn,207.8
14183,46.145.139.36,WhatsApp,191.0
14184,46.145.139.36,QQ,42.2
14185,46.145.139.36,WeChat,84.0
14186,46.145.139.36,TikTok,261.2
14187,46.145.139.36,Pinterest,60.9
14188,46.145.139.36,Twitch,119.3
14189,142.242.141.106,WhatsApp,325.9
14190,10.52.70.175,LinkedIn,141.7
14191,10.52.70.175,TikTok,305.8
14192,10.52.70.175,Instagram,210.8
14193,10.52.70.175,WhatsApp,286.9
14194,10.52.70.175,YouTube,505.5
14195,74.74.3.240,Facebook,208.2
14196,74.74.3.240,X,151.5
14197,74.74.3.240,TikTok,347.9
14198,74.74.3.240,YouTube,727.5
14199,74.74.3.240,Snapchat,229.5
14200,14.22.52.178,Facebook,96.9
14201,14.22.52.178,Pinterest,62.9
14202,14.22.52.178,YouTube,441.3
14203,14.22.52.178,Facebook Messenger,149.1
14204,14.22.52.178,LinkedIn,182.3
14205,14.22.52.178,QQ,47.1
14206,14.22.52.178,X,182.8
14207,192.122.54.86,X,146.4
14208,151.165.88.208,Twitch,126.8
14209,151.165.88.208,WhatsApp,264.6
14210,151.165.88.208,YouTube,441.9
14211,151.165.88.208,Snapchat,220.3
14212,151.165.88.208,QQ,50.1
14213,151.165.88.208,Pinterest,108.1
14214,188.95.3.109,X,217.2
14215,188.95.3.109,Instagram,377.0
14216,188.95.3.109,WhatsApp,362.1
14217,188.95.3.109,Pinterest,75.2
14218,248.68.50.136,Facebook Messenger,126.1
14219,248.68.50.136,QQ,39.3
14220,248.68.50.136,WhatsApp,335.9
14221,248.68.50.136,WeChat,111.6
14222,248.68.50.136,YouTube,584.2
14223,248.68.50.136,TikTok,351.0
14224,248.68.50.136,Twitch,74.3
14225,63.102.163.184,Instagram,403.8
14226,63.102.163.184,Facebook Messenger,152.1
14227,63.102.163.184,Pinterest,115.6
14228,244.128.23.225,Facebook Messenger,211.3
14229,1.173.94.24,YouTube,373.5
14230,1.173.94.24,QQ,52.5
14231,1.173.94.24,Twitch,99.3
14232,1.173.94.24,LinkedIn,146.9
14233,1.173.94.24,Facebook,102.1
14234,1.173.94.24,Pinterest,116.2
14235,159.166.52.54,LinkedIn,108.7
14236,159.166.52.54,Instagram,449.3
14237,229.178.0.159,Facebook,215.1
14238,229.178.0.159,LinkedIn,80.6
14239,229.178.0.159,YouTube,719.1
14240,229.178.0.159,Instagram,295.0
14241,229.178.0.159,TikTok,247.5
14242,229.178.0.159,Snapchat,209.7
14243,229.178.0.159,QQ,49.3
14244,154.146.22.247,Snapchat,199.8
14245,154.146.22.247,Pinterest,87.0
14246,154.146.22.247,X,238.2
14247,154.146.22.247,Instagram,214.9
14248,154.146.22.247,Facebook,169.4
14249,154.146.22.247,LinkedIn,169.6
14250,154.146.22.247,Facebook Messenger,141.5
14251,131.245.111.223,Pinterest,63.9
14252,108.246.21.253,Twitch,85.6
14253,108.246.21.253,Snapchat,239.0
14254,108.246.21.253,Instagram,300.0
14255,108.246.21.253,YouTube,426.8
14256,108.246.21.253,LinkedIn,147.0
14257,108.246.21.253,QQ,37.2
14258,108.246.21.253,TikTok,332.0
14259,108.246.21.253,WhatsApp,273.3
14260,97.195.96.223,WeChat,97.3
14261,97.195.96.223,YouTube,410.1
14262,97.195.96.223,QQ,61.9
14263,251.59.239.176,Snapchat,311.8
14264,251.59.239.176,QQ,46.1
14265,80.5.68.217,Facebook Messenger,160.1
14266,80.5.68.217,WeChat,86.2
14267,80.5.68.217,LinkedIn,107.8
14268,80.5.68.217,Twitch,118.6
14269,80.5.68.217,QQ,65.2
14270,80.5.68.217,WhatsApp,291.8
14271,102.136.124.94,Facebook,198.5
14272,102.136.124.94,WeChat,101.8
14273,224.34.216.252,Facebook,244.4
14274,224.34.216.252,LinkedIn,186.3
14275,224.34.216.252,Twitch,121.5
14276,224.34.216.252,Snapchat,328.4
14277,224.34.216.252,QQ,51.4
14278,225.1.54.239,Facebook Messenger,149.3
14279,225.1.54.239,Snapchat,343.7
14280,225.1.54.239,Twitch,111.3
14281,225.1.54.239,YouTube,476.3
14282,120.33.94.167,QQ,73.0
14283,120.33.94.167,YouTube,566.3
14284,120.33.94.167,Facebook Messenger,146.6
14285,120.33.94.167,X,221.1
14286,120.33.94.167,LinkedIn,135.8
14287,120.33.94.167,TikTok,246.1
14288,120.33.94.167,Snapchat,170.2
14289,120.33.94.167,WeChat,77.9
14290,114.87.32.69,WeChat,132.9
14291,114.87.32.69,TikTok,282.0
14292,114.87.32.69,Snapchat,212.6
14293,114.87.32.69,YouTube,453.7
14294,114.87.32.69,WhatsApp,274.8
14295,153.18.15.159,Pinterest,77.4
14296,153.18.15.159,YouTube,341.6
14297,153.18.15.159,Instagram,392.6
14298,153.18.15.159,WeChat,93.1
14299,153.18.15.159,Facebook Messenger,136.5
14300,153.18.15.159,Twitch,149.6
14301,8.14.23.150,Twitch,92.5
14302,8.14.23.150,Snapchat,238.4
14303,8.14.23.150,WhatsApp,343.1
14304,8.14.23.150,Facebook,117.4
14305,8.14.23.150,TikTok,399.8
